,index,name,rate
1445,145,darz from San Pedro,1.0
1446,145,mirslam from Burlington,1.0
1447,145,pamelack from Santa Rosa CA,5.0
1448,145,kacyrole from Chicago,1.0
1449,145,ajmcclellan from Dallas,5.0
1450,145,bbglo from NJ,1.0
1451,145,andromeda3 from Orange County,5.0
1452,145,A Cook from Ladera Ranch,1.0
1453,145,jeffnesaisquoi from Monroe,1.0
1454,145,wilkcj04 from Raleigh,5.0
1455,145,bon_bon_joy from Alameda,5.0
1456,145,Marian03 from Aptos,5.0
1457,146,vlizzle6 from Medford,4.0
1458,146,hneafie from Seattle,2.0
1459,146,rlraeth from Wisconsin,2.0
1460,147,CookBot from Carolinas,4.0
1461,147,wbesser from Memphis,5.0
1462,147,raneylorene from Bergamo,4.0
1463,147,phaehn007 from San Diego,1.0
1464,147,Dendogs from Los Angeles,1.0
1465,147,kellymcilwrath1 from Alliston,1.0
1466,147,suzan22 from Seattl,1.0
1467,147,gracefullikeagazelle from Toronto,1.0
1468,147,didicooks2 from Paris,5.0
1469,147,jacy729 from LI New York,4.0
1470,147,i_fortuna from Texas,4.0
1471,148,luther1 from Flowood,5.0
1472,148,Yummy2Cookie from Phoenix,3.0
1473,148,jackhb from Baltimore,4.0
1474,148,ktredwine from Coleman,3.0
1475,148,contessacocina from Santa Fe,4.0
1476,148,mdsmya1 from Marin County,4.0
1477,148,redpop4 from Metairie,4.0
1478,148,keilcpa from Detroit,4.0
1479,148,cookin905 from Ontario,3.0
1480,148,lovestoputter,4.0
1481,148,wgbrow from wdddddcgrrgf,2.0
1482,148,deminicae from Chicago,3.0
1483,148,ddgaks from NC,4.0
1484,148,rvega2010 from Chicago,5.0
1485,148,crabtownc from Annapolis,2.0
1486,148,memoirdesign from Chicago,4.0
1487,148,agaba from Kansas City,5.0
1488,148,cookinglamb,3.0
1489,148,kl487582 from New York,3.0
1490,148,mdpedsconsu from Ellicott City,5.0
1491,148,bwarren_p from Canada,5.0
1492,149,ysera,5.0
1493,149,spinachdip1 from Chicago,5.0
1494,150,bamohr from Omaha,4.0
1495,150,dstephenson5 from Washington,5.0
1496,150,ladimcbeth from Los Angeles,5.0
1497,150,wilkcj04 from Raleigh,5.0
1498,150,emsmandms from NYC,5.0
1499,150,kundwild from Walpole,5.0
1500,150,cathy2e_toohey from CA,5.0
1501,150,amychasenh from Alton,5.0
1502,150,vshapi from Los angeles,5.0
1503,150,Habanero84 from Sonora,3.0
1504,150,26thpeggy from Warrenton,4.0
1505,150,plgraham from Southern Ontario,5.0
1506,150,lshilton from Austin,5.0
1507,150,bluegillgirl from Salt Lake City,5.0
1508,150,giselavaitaitis from Denver,5.0
1509,150,osterstock from Ladera Ranch,4.0
1510,150,christina_wilson from Lake Elsinore,5.0
1511,150,ChefAtHome from Los Angeles,4.0
1512,150,mancie98 from New Jersey,4.0
1513,150,petittir from Indiana,5.0
1514,150,kathwalker from Brooklyn,2.0
1515,151,loriltx from Houston,5.0
1516,151,loriltx from Houston,5.0
1517,151,icountbyfives from Sweetwater,5.0
1518,151,mmccbf from Cincinnati,5.0
1519,151,edinan from Dallas,5.0
1520,151,haneye from Seattle,5.0
1521,151,rahappygirl from Houston,4.0
1522,151,jansan1 from Orange County,5.0
1523,151,sensorydeb from Asheville,5.0
1524,151,seattletaste from Seattle,5.0
1525,151,reganhannah from Oakland,5.0
1526,151,fairsari from Ottawa,5.0
1527,151,stanfdfn from Menlo Park,5.0
1528,151,railim from BC,5.0
1529,151,vmill from New Orleans,5.0
1530,151,cynthesizer77 from Santa Clara,5.0
1531,151,sallyho1 from Saint Paul,5.0
1532,151,rlwanp from Tucson az,5.0
1533,151,lisovska_ol from NY,5.0
1534,151,mairi from PEI,5.0
1535,151,foodlover1948 from Brisbane,5.0
1536,152,lizzydlangley from St Louis,5.0
1537,152,fberenson from Southport,4.0
1538,152,ncollings from New York,5.0
1539,152,lindsay_betz from Charlotte,5.0
1540,152,ERyder from Washington,4.0
1541,153,cbradbury from Silverton,4.0
1542,153,egarson1 from Coronado,3.0
1543,153,heathernyc from Miami,5.0
1544,153,c_thompson20,4.0
1545,153,lja from Weston,5.0
1546,153,lrshaver4840 from Washington,5.0
1547,153,ebram from Cleveland,5.0
1548,153,fairsari from Ottawa,5.0
1549,153,priscillawestbroo from St Louis,5.0
1550,153,lccmalone from Paris,5.0
1551,153,jack121 from Houston,3.0
1552,153,sharonarankin,4.0
1553,153,glasermd from St Louis,5.0
1554,153,interiordecorater from Bangalore,5.0
1555,153,halfcrazydoor5476 from Redwood City,5.0
1556,153,rbmixon from BatoBBBBb,5.0
1557,153,Tasserlou2 from Asheville NC,5.0
1558,153,akarabinas from Silicon Valley Geek,5.0
1559,153,tburger250 from Kelowna,5.0
1560,153,lthomson1 from Scotland,4.0
1561,153,acyrinca from California,5.0
1563,155,rdies,3.0
1564,156,cheching from Toronto,4.0
1565,156,bootssapphire from Edmonton,5.0
1566,156,chummer from Sonoma County,5.0
1567,156,vscardenas from Chicago,5.0
1568,156,chauriege7236 from Fremont,5.0
1569,156,organicfoodie from Santa Monica,5.0
1570,156,farmerdms from MD,3.0
1571,156,mags425,2.0
1572,156,lclaflin from Oakley,3.0
1573,156,shafferl from Northern Colorado,5.0
1574,156,davidsylwester from Ithaca,5.0
1575,156,jprugh from Cleveland,5.0
1576,156,chefche from PC Utah,4.0
1577,156,m3cevoy from Los Angeles,3.0
1578,156,chefche from PC,4.0
1579,156,mneoctober from Virginia,4.0
1580,156,artofamelia from Martinez CA,5.0
1581,156,kjruk from London,5.0
1582,156,squarewaves from Portland,5.0
1583,156,mskalka from Decatur,5.0
1584,156,Nsalowich from Royal Oak,5.0
1585,157,MBOSHKO from Maine,5.0
1586,157,skimommb from Montana,5.0
1587,157,pdlgardner from Bay Area,2.0
1588,158,gyurko1234 from Pittsburgh,2.0
1589,158,chei from Originally from Mexico City,5.0
1590,159,asoto from Minnesota,5.0
1591,159,ilovegems3 from NH and Fl  Snowbird,5.0
1592,159,kschoe,4.0
1593,160,tochefs from Toronto,5.0
1594,160,kgarlan1 from Colorado,5.0
1595,160,miss_mikki from Los Angeles,5.0
1596,160,cholfe from Innisfil,5.0
1597,160,aksh201350 from Bangkok,5.0
1598,160,aksh201350 from Bangkok,5.0
1599,160,elizbrob,5.0
1600,160,mergs from Spokane,5.0
1601,160,taoheir from Dallas,5.0
1602,160,earlietoo from Tempe,5.0
1603,160,ap5076 from AtlanAtlanta,5.0
1604,160,kenadine87 from Lake Dallas,5.0
1605,160,candylb from Illinois,5.0
1606,160,i_fortuna,5.0
1607,160,monram from Austin,5.0
1608,160,erickat from Seattle,5.0
1609,161,leenieloo from Mundeleien,5.0
1610,161,mariegrace from Minneapolis,5.0
1611,161,ctho from Sonoma County,5.0
1612,161,souricette from Montréal,5.0
1613,161,firesprite from Oakland,5.0
1614,161,lavignej from Edgwater,5.0
1615,161,Ktln from San Diego,5.0
1616,161,CrosbyGrimm from St Louis,5.0
1617,161,aynos from Van Isle,4.0
1618,161,bala1954 from Pinehurst,3.0
1619,161,peggywhoknowsfood from Newtown,5.0
1620,161,wkwdeines from Colorado,5.0
1621,162,mriffon from Baltimore,3.0
1622,163,sue99 from Ottawa,5.0
1623,163,frecklepup from Neuk,2.0
1624,163,geekstress from Kusadasi,4.0
1625,163,floraru from San Francisco,5.0
1626,163,rawesome from Mississauga,4.0
1627,163,cycling_sarah,5.0
1628,164,imcari781 from Long Beach,5.0
1629,164,adventurousz from Boulder,5.0
1630,164,lcpeterson from Milwaukee,5.0
1631,164,mzotos from New Jersey,5.0
1632,165,allgloryisfleeting from Friday Harbor,5.0
1633,165,pcclaudia from Laval,5.0
1634,165,michellewandzilakgmailcom from Charlotte NC,5.0
1635,166,jchahboune from Atlanta,4.0
1636,166,francoiscat from Seattle,4.0
1637,166,andreayung23 from Northern California,3.0
1638,166,hannahmattina,5.0
1639,166,hannahmattina from michigan,4.0
1640,166,las243 from Wellington FL,5.0
1641,166,cjfkirsch from Somerville,5.0
1642,166,a_warriner21 from Lexington,5.0
1643,166,blueberryshake from Brooklyn,5.0
1644,166,lindabw44 from Paradise Valley,5.0
1645,166,twocat74 from Connecticut,5.0
1646,167,mark87889450 from Miller Place,4.0
1647,167,runjenn from Charlotte,5.0
1648,167,shar_griffi from Hampad,5.0
1649,168,simonecahill from Ramsey,5.0
1650,168,trent880 from Denver CO,3.0
1651,168,kncookspnw from Seattle,5.0
1652,168,woosterek from Virginia,5.0
1653,168,klkienast from ND,5.0
1654,168,johnfoss1,5.0
1655,168,andreayung23 from Northern California,5.0
1656,168,ajbarr from Bend,5.0
1657,168,Gabnlee from Puerto Vallarta,5.0
1658,168,sfelt from Sacramento,5.0
1659,168,martiwhite from Connecticut,5.0
1660,168,sctittle from Minneapolis,5.0
1661,168,bwkimmey from San Diego,5.0
1662,169,karenfar from Huntington Beach,5.0
1663,169,Lghpublish from Worcester,5.0
1664,169,katt19067 from Philadelphia,4.0
1665,169,atlantisno from Moscow,5.0
1666,169,mingo321 from wa,5.0
1667,169,reelgolfer from FL,5.0
1668,169,sookee0310 from Wisconsin,4.0
1669,169,karinearditi from New York,5.0
1670,169,cbmulder from Arlington,5.0
1671,169,rosebeez from Illinois,5.0
1672,169,ddistefano,4.0
1673,169,Kellan88 from Las vegad,2.0
1674,169,karieeleison from SF Bay Area,5.0
1675,169,martysunderland from Hawaii,3.0
1676,169,sarahjerdon,3.0
1677,169,darcyniels from Canada,4.0
1678,170,jujuloafer from Lynn,4.0
1679,170,stephen206 from Seattle WA,3.0
1680,171,Annegioiosa  from Washington,5.0
1681,171,snoogerbot from Vancouver WA,4.0
1682,171,debsart from New York,5.0
1683,171,jtf2 from Los Angeles,3.0
1684,171,annape,5.0
1685,171,jlott1 from SC,4.0
1686,171,marstudio from San Francisco,4.0
1687,171,paul_10 from UK,3.0
1688,171,hannahnoll06103 from Minnetonka,5.0
1689,172,finkster from Los Gatos,4.0
1690,172,agsb1 from Nova Scotia,5.0
1691,172,mel367 from Boston,5.0
1692,172,rebbeca from Highland Beach,4.0
1693,172,jrnalls from Richton Park,5.0
1694,172,elizabethzdrodowski796 from Royal Palm Beach,5.0
1695,172,marciegauntlett from Peabody MA,5.0
1696,172,donnarhernandez from Carlsbad,5.0
1697,172,rosemariekrausz from Manotick,5.0
1698,172,rosemariekrausz from Manotick,5.0
1699,172,girlafraid7 from Carlsbad,5.0
1700,172,sukipoodle from Ashland,4.0
1701,172,glasermd from St Louis,4.0
1702,172,gregory_lafrance from Downers Grove,5.0
1703,172,raclarke from Chesapeake City,5.0
1704,172,dianekde from Long Beach,5.0
1705,172,cook_from_vancouver from Vancouver,2.0
1706,172,gregory_lafrance from Downers Grove,5.0
1707,172,badaoui from lebanon,4.0
1708,172,lgrymala from Duluth,5.0
1709,172,feedemwell1971 from Seattle,5.0
1710,173,d1m2 from Eagan,5.0
1711,174,joshuagilman from New Brunswick NJ,5.0
1712,175,sim0ne from Milwaukee,3.0
1713,175,AlexErnst from Louisville,4.0
1714,175,janekgrossman7223 from CT,5.0
1715,175,annevictoriabentley from Shelburne,5.0
1716,175,comidadeliciosa from Tucson,5.0
1717,175,chefche from Utah,5.0
1718,175,paukenguy from Oakland,5.0
1719,175,jtf2 from Los Angeles,5.0
1720,176,pamgirard from SoCal,5.0
1721,176,charmianentine from NiagaraontheLake,2.0
1722,177,tochefs from Toronto,5.0
1723,177,A Cook from San Francisco,5.0
1724,177,amydalayna from South Lake Tahoe,3.0
1725,177,MistyV from Cleveland,5.0
1726,177,Respilosa from Philadelphia,4.0
1727,177,A Cook from St Paul MN,5.0
1728,177,A Cook from Pioneer,4.0
1729,177,sjm182 from Philadelphia,5.0
1730,177,denisecarr,5.0
1731,177,A Cook from tokyo,4.0
1732,177,A Cook,5.0
1733,177,aokhenry,5.0
1734,177,dkolack from nyc,5.0
1735,177,A Cook from the USA,5.0
1736,177,emilycg from Bellingham,5.0
1737,177,nuvibes80 from San Juan,1.0
1738,178,allisonceppi1675 from Los Angeles,5.0
1739,178,peartart from Vancouver,5.0
1740,178,jansan1 from Orange County,5.0
1741,178,Susiemajor from West Hills,5.0
1742,178,liebekim,5.0
1743,178,myers1 from Tacoma,4.0
1744,178,sabinelobos from Buffalo,5.0
1745,178,dmhorn from Boston,5.0
1746,178,entdoc from Charlottesville,5.0
1747,178,feedmysoul from Toronto,4.0
1748,178,bikap from Texas,4.0
1749,178,Didi13 from Grand Prairie,5.0
1750,178,akajan8 from Lake Ariel,5.0
1751,178,gilanmg6830 from Israel,5.0
1752,178,raedwulf from Okanagan BC,3.0
1753,178,tearl42 from Charlotte,5.0
1754,178,czf2007,5.0
1755,178,kbrees from Muskoka,5.0
1756,178,chrispegues from Portland,5.0
1757,178,angiesue from Indiana,5.0
1758,178,valkgoforth from Alamo,5.0
1759,179,Dale G from Grand Rapids,5.0
1760,179,jansan1 from Orange County,5.0
1761,179,ddgaks from NC,4.0
1762,179,cookbooker from Dallas,5.0
1763,179,pfield from Overland Park,2.0
1764,179,jonbp from Lodi,2.0
1765,179,macrina440 from Port Townsend,5.0
1766,179,lizjacques from Salem,5.0
1767,179,wrflanagan from New York,5.0
1768,179,kpalmer747 from Sweden,5.0
1769,179,sherryhusa from Plainfield,5.0
1770,179,anyccook from New York,5.0
1771,179,TaMaruccia from Beverly Hills,4.0
1772,179,TaMaruccia from Beverly Hills,4.0
1773,179,cookbooker,5.0
1774,179,Samara73 from Montpelier,5.0
1775,179,cookbooker from San Francisco,5.0
1776,179,mvantine from Denver,5.0
1777,180,mohniman3433 from Virginia,5.0
1778,180,jrex1 from Brighton,5.0
1779,180,Baisy from Bloomfield Hills,5.0
1780,180,duspin from Boston,5.0
1781,180,nancypumphrey from Newbury Park,5.0
1782,180,lizchaffin609671 from Kentucky,5.0
1783,180,kathyl_99 from MA,5.0
1784,180,hzia6 from Media,5.0
1785,180,MonaYoung from Reno,5.0
1786,180,stevefurst from Dallas,5.0
1787,180,lsahu from Portland,1.0
1788,180,jmlarsen from syracuse,1.0
1789,180,crs1122 from Saint Joseph,5.0
1790,180,osuzanna from Hudson VAlley,5.0
1791,180,Elizfonda from Hudson Valley NY,5.0
1792,180,schillercook,1.0
1793,180,gramuesi from Boulder,4.0
1794,180,piratesgold from Chicago,1.0
1795,180,PRMcCalla from Oakton,5.0
1796,180,woolystarches from Philadelphia,5.0
1797,180,amandabrittcomer1 from Olympia,5.0
1798,181,rubyclaire1 from NYC,5.0
1799,182,dave_caldwell1 from Seattle,3.0
1800,182,kellykrater9718 from Hawaii,5.0
1801,182,Yummy2Cookie from Phoenix,5.0
1802,183,younghj from The Netherlands,5.0
1803,184,msgbdggmailcom from Canton,5.0
1804,184,ajv1 from Boston,5.0
1805,184,MeCookFood from Blacksburg VA,5.0
1806,184,wheedle from Manhattan,4.0
1807,184,nrlong1 from Reston,5.0
1808,184,Knutty811 from Maryland,5.0
1809,184,fairsari from Ottawa,5.0
1810,184,spsun3416 from MD,5.0
1811,184,margiggles from Miami,5.0
1812,184,csuhr,5.0
1813,184,andreahad from Geneva,5.0
1814,184,seattletaste from Seattle,5.0
1815,184,kukkula from Paso Robles,5.0
1816,185,laurihansen60 from Milwuakee,4.0
1817,186,bethany32 from Los Angeles,5.0
1818,186,dfraser922031 from Boston,4.0
1819,186,zombiemom2 from Burr Ridge IL,2.0
1820,186,Einer2 from Hilliard,4.0
1821,186,1phoodphan from Port Washington,4.0
1822,186,beachcats from Santa Monica,4.0
1823,186,paukenguy from Oakland,4.0
1824,187,ninahaft from Oakland,5.0
1825,187,renientom from Boston,5.0
1826,187,mas030 from NYC,5.0
1827,187,mura from Brooklyn NY,5.0
1828,187,phil61 from Dallas,5.0
1829,187,cdj from Whidbey Island,5.0
1830,187,jabs52 from Northbrook,5.0
1831,187,karenfar from Huntington Beach,5.0
1832,187,sin1357 from amherst,3.0
1833,187,cwitzke from Florida,5.0
1834,187,suzwil from Alaska,3.0
1835,187,jakesjag from Indianapolis,5.0
1836,187,lmeyer from Houston,5.0
1837,187,murphmar20938,2.0
1838,187,charface from Portland,5.0
1839,187,wabsci from carmel,4.0
1840,187,edwardmoclair from Brooklyn ny,5.0
1841,187,mortimerstreet from Boston,4.0
1842,187,cwitzke from Monpazier,5.0
1843,187,skfitz1000 from Virginia,5.0
1844,187,judyvenero from New York,5.0
1845,188,sunipa85,5.0
1846,188,smilks,2.0
1847,189,jesseahouser from Chattanooga,5.0
1848,189,kizgrate from roseville,5.0
1849,189,blackeyedsue from Georgian Bay,5.0
1850,189,krf from Bellevue,5.0
1851,189,phylora1 from Mill Valley,5.0
1852,189,phylora1 from Mill Valley,5.0
1853,189,leenieloo from Mundelein,5.0
1854,189,msneller from Wisconsin,4.0
1855,189,a Chesapeake cook,4.0
1856,189,meantambourine,5.0
1857,189,jana_ferguson8202 from Boston,5.0
1858,189,jaychalam from Hillsborough,5.0
1859,189,pestogirl1 from Winnipeg,5.0
1860,189,raneylorene from Bergamo,5.0
1861,189,mags425 from Colorado,5.0
1862,189,lambr,5.0
1863,189,lhayner from Coastal Oregon,5.0
1864,189,vodkandtonic from Stroudsburg,4.0
1865,189,kmckp,5.0
1866,189,sharadawn1 from Seattle,5.0
1867,189,sharadawn1 from Seattle,5.0
1868,190,Mossi from Kitchener,5.0
1869,190,llaaaj from Virginia Beach,4.0
1870,190,taacctalpha7619 from Manila,5.0
1871,190,lilj424 from Vancouver,5.0
1872,190,bbornstein2 from Lincoln NE,4.0
1873,190,heatherpc from Canada,5.0
1874,190,mariepea from Greenville,5.0
1875,190,baltimoreamateur from Baltimore,5.0
1876,190,wheedle from Manhattan,4.0
1877,190,amyhenriott,5.0
1878,190,arbroun from Washington DC,5.0
1879,190,karensja from baltimore,5.0
1880,190,nightfall from Baltimore,3.0
1881,190,kael,5.0
1882,190,lsvo1 from Brooklyn,5.0
1883,190,annswanson51 from Tx,5.0
1884,190,i_plus_i from Ontario,5.0
1885,190,laurenlege1645 from Florida,5.0
1886,191,KMD_Chicago from Chicago,5.0
1887,191,JoanneHH from New York,5.0
1888,191,jdough25,5.0
1889,191,farmerdms,5.0
1890,191,plotkinator from Boston,5.0
1891,191,beachmum1 from Anderson,5.0
1892,191,catcitytennis from Palm Springs,5.0
1893,192,natefranklin from Grand Rapids,5.0
1894,192,alsado9988 from Seattle,5.0
1895,192,lostrow from Morgantown wv,5.0
1896,192,mura from Brooklyn,5.0
1897,192,nrlong1 from Reston,5.0
1898,192,mgwoong from Half Moon Bay,5.0
1899,192,karonveazey from CO,2.0
1900,192,patticakesdarien from Darien,5.0
1901,192,MeCookFood from Blacksburg VA,5.0
1902,193,peaches05 from Chicagoland,5.0
1903,193,fyryr from Fernley,5.0
1904,193,tbaratono from Los Angeles,5.0
1905,193,mtnmeye from Denver,2.0
1906,193,lailaj,5.0
1907,193,sanibelle from Sanibelle,2.0
1908,193,elainesheard from Seattle,3.0
1909,193,jvalerie1 from California,5.0
1910,193,bsw206 from Richmond,5.0
1911,193,aldavis1 from Phila,4.0
1912,193,CDHarper from GermanyerGerGemanyGermanGermany,5.0
1913,193,elizabethbdesign from Pennington,5.0
1914,193,adjames_go from Sacramento,5.0
1915,193,jholter from Birmingham,5.0
1916,193,ilmarrus from New York City,5.0
1917,193,annanacho from Chicago,5.0
1918,193,pmaren from St Paul,5.0
1919,193,blairef from Boulder,5.0
1920,193,lauri from Austin,4.0
1921,193,aaunheim from Vancouver,5.0
1922,193,Crimegirl from Rockville MD,1.0
1923,194,marissima from Madison,4.0
1924,194,allisstern from Tampa FL,4.0
1925,194,chanelcc from San Diego,5.0
1926,195,mgildea from Tustin,5.0
1927,195,jraderj from Haarlem,5.0
1928,195,bugthecat from Ottawa,4.0
1929,195,colettestp from Montreal,4.0
1930,195,mielober from IITutsstanbul,5.0
1931,195,jchahboune from ta,5.0
1932,195,moonlover123XxX from Wexford,5.0
1933,195,sandyps from Malibu,5.0
1934,195,karditi from NY,5.0
1935,195,aetolliver from New York,4.0
1936,195,judekazmaier from Texas,5.0
1937,195,oliveoil62 from Olympia,4.0
1938,195,denise_g1 from Anguilla,5.0
1939,195,katemur,5.0
1940,195,arnold from Bethlehem,5.0
1941,195,jtryczak from Three Lakes,5.0
1942,195,kbwaldman from CT,1.0
1943,195,gpakl5 from Buffalo,5.0
1944,195,kmorrobay from California,5.0
1945,195,pinkyallen from northern California,5.0
1946,195,tbitzer,5.0
1947,196,lamare78 from Hadley,2.0
1948,196,m_t_ste from Canada,3.0
1949,197,painalabanane from Indianapolis,4.0
1950,197,joycropper from Indianapolis,4.0
1951,197,bmwbigmamma from Sydney,5.0
1952,197,borbor from Au Train,4.0
1953,197,lewoolcott from Middleburg,3.0
1954,197,kacilles from Columbus,4.0
1955,197,JANHEALING from California,5.0
1956,197,Viasolus from London,5.0
1957,198,ruth16 from New Jersey,5.0
1958,199,czmarje from Lwisville,4.0
1959,199,judecottage from Ottawa canada,2.0
1960,199,thompsonae from Pittsburgh,3.0
1961,199,thompsonae from Pittsburgh,3.0
1962,199,cara_w from Seattle,4.0
1963,199,pvHeather1 from Nuevo Vallarta,5.0
1964,199,pvHeather1 from Nuevo Vallarta,1.0
1965,199,JoshuaGilman from Boston,5.0
1966,199,jimpan from Connecticut,1.0
1967,199,tsandstedt from Red Hook NY,5.0
1968,199,Becky7221 from Brooklyn,5.0
1969,199,Gypsy_Girl,5.0
1970,199,Debbie41 from NH,4.0
1971,199,abare from NC,4.0
1972,199,jheyn from Seattle,5.0
1973,199,lbarzin from Boston,5.0
1974,199,A Cook from Charleston,5.0
1975,199,Madameoiseau from Grafton,5.0
1976,199,Pallyball from Toronto,1.0
1977,199,farmgirl07 from Florida,4.0
1978,199,Mairi from PEI,5.0
1979,200,splaine,5.0
1980,200,lovestoputter,4.0
1981,200,juls14 from Culver City,5.0
1982,200,tmccauley14 from Greeley,5.0
1983,200,rbrandsix from Washington,5.0
1984,200,tim_in_indy from Noblesville,5.0
1985,200,svalaitis from Maine,5.0
1986,200,pnw_cook from Seattle WA,5.0
1987,200,krf from Bellevue,4.0
1988,200,bonnieww from Roswell,5.0
1989,200,chrisfaist from Kirkland WA,4.0
1990,200,vividkrose from Traveled the world Currently live in Maryland,3.0
1991,200,dunsienda,5.0
1992,200,marilynburrows from Laguna Niguel CA,5.0
1993,200,richardschmidt332174 from yonkers ny,3.0
1994,200,Mike72690 from KCK,5.0
1995,200,JackyP,2.0
1996,200,maggie_theall from Maryland,5.0
1997,200,webwesen,5.0
1998,200,koehlercaleb from Portland,5.0
1999,200,bjcomingsoon,2.0
2000,201,janet_callej from MD,5.0
2001,201,ddeuddeg from Buffalo,5.0
2002,201,tochefs from Toronto,5.0
2003,202,bitsylee from New York,5.0
2004,202,fortheloveofbacon from Santa Barbara,5.0
2005,202,chrisgelica from Washington,4.0
2006,202,prettyknitty from London UK,5.0
2007,202,Michelleofried1 from Quito,3.0
2008,203,nfinn91 from Denville,2.0
2009,203,Maddie Hj from Cape Cod,5.0
2010,203,AP53 from Virginia,5.0
2011,203,givinglight from New Mexico,5.0
2013,205,liafinney1 from Whidby Is,4.0
2014,205,robertylea,5.0
2015,205,scunningham from White plains ny,4.0
2016,205,sheila rae from Flagstaff Az,5.0
2017,205,pinkcloud,5.0
2018,205,pcclaudia from Montreal,5.0
2019,205,bmtauscher6787 from Concord,4.0
2020,205,junkocooks from Boston,5.0
2021,205,pattyalbee from San Francisco,4.0
2022,205,lindald from San Francisco,2.0
2024,207,mbpalladino4458 from Rockport,5.0
2025,207,piperlane from Boise,5.0
2026,207,jenplus4fr from Paris,5.0
2027,207,jenplus4fr from Paris,5.0
2028,207,djglotryk,5.0
2029,208,hogansr from St Louis,5.0
2030,208,moonbeanjo from San Francisco,5.0
2031,208,montereyjazzcook from Carmel,4.0
2032,208,marilynburrows from Laguna Niguel,5.0
2033,208,moonbeanjo from San Francisco,3.0
2034,208,kalbi from California,5.0
2036,210,gsconnor225 from Thousand Oaks,5.0
2037,210,racheljoey from Saratoga Springs,5.0
2038,210,unpetitoeuf from Boston,5.0
2039,210,lination1 from Jackson,3.0
2040,210,theresa1960 from Amargosa Valley,5.0
2041,210,hdlev from Boston,5.0
2042,210,jellis14 from Arlington,5.0
2043,210,delooper from Durham,5.0
2044,210,nadler from NYC,5.0
2045,210,sidenator from Billings MT,5.0
2046,210,elsaandem,5.0
2047,210,sminde0 from Port Byron,5.0
2048,210,lmanderson from Burtonsville,5.0
2049,210,CataL from Dayton,5.0
2050,210,sarahinkyo from Claremont,3.0
2051,210,schan001 from Durham NC,5.0
2052,210,sarahthompson2 from Chicago,5.0
2053,210,lipsticklibrarian from Vancouver,5.0
2054,210,mishwee from Boston,5.0
2055,210,corayvette from Arizona,5.0
2056,211,teacherhansen from Minneapolis,5.0
2057,211,bretter from Mill Valley,5.0
2058,211,andreat49 from Maryland,5.0
2059,211,brushjl from solon,5.0
2060,211,cbpappas from Chicago,5.0
2061,211,laurainegibbons from Los Angeles,5.0
2062,211,calanct from San Francisco,3.0
2063,211,grv12345 from Washington,3.0
2064,211,starchgirl from Cleveland,4.0
2065,211,meskue from LA,5.0
2066,211,kpalmer747 from Sweden,4.0
2067,211,amyhenriott,3.0
2068,211,laurainegibbons from Los Angeles,5.0
2069,211,msandersen2155 from Greensboro,5.0
2070,212,rhutcheson from Milwaukee,5.0
2071,213,evangaffney from Brooklyn,5.0
2072,213,moneyles from Boston,5.0
2073,213,Atanak18 from Ottawa,4.0
2074,213,meredith_cheryll from Ottawa ON,4.0
2075,213,jkml from Philadelphia,5.0
2076,213,adriennemiller from Downingtown,5.0
2077,213,theissy from Boston,3.0
2078,213,lmeyer from Houston,5.0
2079,213,adriennemiller from Downingtown,5.0
2080,213,lharisay from NYC,4.0
2081,213,aylsworth245663 from Portland,5.0
2082,213,bas614 from Boston,5.0
2083,213,pelicanscrash from Chicago,2.0
2084,213,milehighmunchies from Denver,5.0
2085,213,bethstickney from Bermont,5.0
2086,213,mrssammy from Vermont,5.0
2087,213,gigiegge from Charlotte,5.0
2088,213,Magnificat2005 from Leesburg,5.0
2089,213,ecs03 from Los Angeles,5.0
2090,213,stephaniemgraham from Napa Valley,5.0
2091,213,andrews144 from Baltimore,5.0
2092,214,westsidecook from NYC,3.0
2093,214,dsatter from Decatur,5.0
2094,214,jannaslaughter from CA,5.0
2095,214,alecto07,4.0
2096,214,scunningham from White Plains,4.0
2097,214,garlicbutter from Mechanicsville,5.0
2098,214,drgonzo71 from NJ,5.0
2099,214,BellaFoodie from Michigan,5.0
2100,214,curi,3.0
2101,214,atlcooks,5.0
2102,214,atlcooks from Redlands,5.0
2103,214,carterpotts from Scotts Valley,5.0
2104,214,carterpotts from Scotts Valley,1.0
2105,214,A Cook from Denver CO,5.0
2106,214,KDM7 from Paradise Valley,5.0
2107,214,edankmeyer from williamstown,5.0
2108,214,A Cook from San Francisco,5.0
2109,214,reinncolorranch from Idaho,5.0
2110,214,AmatureChef from Minneapolis,5.0
2111,214,frozenveggie from Brooklyn,5.0
2112,214,yogacabana from New England,3.0
2113,215,shmecca1 from Los Angeles,3.0
2114,215,lmrice from kansas city,4.0
2115,215,rebeccadickson from NYC,5.0
2116,215,lourdesjeanne from New York,4.0
2117,215,nbennison from Amherst,5.0
2118,215,A Cook from New York,4.0
2119,215,catlivesupstairs,4.0
2120,215,MarcyW1a,5.0
2121,215,sarah12jones212212312 from a hrefhttp,1.0
2122,215,Emily5260 from Washington,4.0
2123,215,laura32469 from Shepherdstown,2.0
2124,215,glorydaze716 from Israel,1.0
2125,215,nbennison from Amherst,4.0
2126,215,longmeadowcook from Longmeadow,5.0
2127,215,aecullen,1.0
2128,215,appymtngirl,5.0
2129,215,esklee from San Francisco,4.0
2130,215,brittneym from Portland,1.0
